[INFO ] [2022-10-02 18:26:35,671] Click to Register on the header
[INFO ] [2022-10-07 22:39:35,918] Input valid value into password textbox with: zy2wsae37
[INFO ] [2022-10-07 22:39:35,998] Input valid value into confirm password textbox with: zy2wsae37
[INFO ] [2022-10-07 22:39:36,075] Click to Register button
[INFO ] [2022-10-07 22:39:36,630] Verify error message about invalid email
[INFO ] [2022-10-07 22:39:36,682] Input valid value into Firstname textbox with: Lauren
[INFO ] [2022-10-07 22:39:36,764] Input valid value into Lastname textbox with: Green
[INFO ] [2022-10-07 22:39:36,860] Select Date of birthday
[INFO ] [2022-10-07 22:39:36,905] Select Month of birthday
[INFO ] [2022-10-07 22:39:36,952] Select Year of birthday
[INFO ] [2022-10-07 22:39:37,000] Input valid email to email textbox with: robert.hettinger@gmail.com
[INFO ] [2022-10-07 22:39:37,100] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-07 22:39:37,177] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-07 22:39:37,391] Click to Register button
[INFO ] [2022-10-07 22:39:37,520] Verify error message about invalid password
[INFO ] [2022-10-07 22:39:37,625] Input valid value into Firstname textbox with: Lauren
[INFO ] [2022-10-07 22:39:37,691] Input valid value into Lastname textbox with: Green
[INFO ] [2022-10-07 22:39:37,753] Select Date of birthday
[INFO ] [2022-10-07 22:39:37,787] Select Month of birthday
[INFO ] [2022-10-07 22:39:37,823] Select Year of birthday
[INFO ] [2022-10-07 22:39:37,864] Input valid email to email textbox with: robert.hettinger@gmail.com
[INFO ] [2022-10-07 22:39:37,932] Input valid value into password textbox with: zy2wsae37
[INFO ] [2022-10-07 22:39:38,008] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-07 22:39:38,070] Click to Register button
[INFO ] [2022-10-07 22:39:38,225] Verify error message about not-matched password
[INFO ] [2022-10-07 22:41:59,429] Click to Register on the header
[INFO ] [2022-10-07 22:42:01,151] Select gender in checkbox
[INFO ] [2022-10-07 22:42:01,335] Input valid value into Firstname textbox with: Raul
[INFO ] [2022-10-07 22:42:01,542] Input valid value into Lastname textbox with: Rohan
[INFO ] [2022-10-07 22:42:01,751] Select Date of birthday
[INFO ] [2022-10-07 22:42:02,132] Select Month of birthday
[INFO ] [2022-10-07 22:42:02,396] Select Year of birthday
[INFO ] [2022-10-07 22:42:02,649] Input valid email to email textbox with: tonia.kihn@yahoo.com
[INFO ] [2022-10-07 22:42:02,870] Input valid value into password textbox with: cms8kzew
[INFO ] [2022-10-07 22:42:03,423] Input valid value into confirm password textbox with: cms8kzew
[INFO ] [2022-10-07 22:42:03,710] Click to Register button
[INFO ] [2022-10-07 22:42:05,622] Click on Continue buton to return to homepage
[INFO ] [2022-10-07 22:42:10,194] Click to login button on the header to navigate to login page
[INFO ] [2022-10-07 22:42:11,759] Pre-condition - Input valid email with: tonia.kihn@yahoo.com
[INFO ] [2022-10-07 22:42:11,951] Pre-condition - Input to password textbox
[INFO ] [2022-10-07 22:42:12,110] Pre-condition - Click to Log in button
[INFO ] [2022-10-07 22:42:13,364] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-07 22:42:14,571] Click to Customer info button
[INFO ] [2022-10-07 22:42:15,070] Click to Female checkbox
[INFO ] [2022-10-07 22:42:15,530] Edit First name textbox with: Shaun
[INFO ] [2022-10-07 22:42:15,664] Edit Last name textbox with: Pfeffer
[INFO ] [2022-10-07 22:42:15,759] Select Date of birthday
[INFO ] [2022-10-07 22:42:15,900] Select Month of birthday
[INFO ] [2022-10-07 22:42:15,997] Select Year of birthday
[INFO ] [2022-10-07 22:42:16,053] Edit email textbox with: corey.powlowski@hotmail.com
[INFO ] [2022-10-07 22:42:16,197] Click to save button
[INFO ] [2022-10-07 22:42:18,275] Verify firstname display correctly with: Shaun
[INFO ] [2022-10-07 22:42:18,372] Verify lastname display correctly with: Pfeffer
[INFO ] [2022-10-07 22:42:18,451] Verify email display correctly with: corey.powlowski@hotmail.com
[INFO ] [2022-10-07 22:42:18,481] Verify date of birth display correctly
[INFO ] [2022-10-07 22:42:18,674] Verify month of birth display correctly
[INFO ] [2022-10-07 22:42:18,820] Verify year of birth display correctly
[INFO ] [2022-10-07 22:59:59,397] Click to Register on the header
[INFO ] [2022-10-07 23:00:01,100] Select gender in checkbox
[INFO ] [2022-10-07 23:00:01,306] Input valid value into Firstname textbox with: Arnoldo
[INFO ] [2022-10-07 23:00:01,531] Input valid value into Lastname textbox with: Schoen
[INFO ] [2022-10-07 23:00:01,684] Select Date of birthday
[INFO ] [2022-10-07 23:00:01,811] Select Month of birthday
[INFO ] [2022-10-07 23:00:01,903] Select Year of birthday
[INFO ] [2022-10-07 23:00:02,004] Input valid email to email textbox with: malia.carter@yahoo.com
[INFO ] [2022-10-07 23:00:02,152] Input valid value into password textbox with: g22h6lw5w0lws
[INFO ] [2022-10-07 23:00:03,216] Input valid value into confirm password textbox with: g22h6lw5w0lws
[INFO ] [2022-10-07 23:00:03,611] Click to Register button
[INFO ] [2022-10-07 23:00:06,645] Click on Continue buton to return to homepage
[INFO ] [2022-10-07 23:00:15,942] Click to login button on the header to navigate to login page
[INFO ] [2022-10-07 23:00:20,006] Click to Log in button in login page to show required message at email
[INFO ] [2022-10-07 23:00:20,335] Verify required message at email textbox
[INFO ] [2022-10-07 23:00:20,402] Input invalid email to Email textbox
[INFO ] [2022-10-07 23:00:20,595] Input to password textbox
[INFO ] [2022-10-07 23:00:20,715] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-07 23:00:20,816] Verify error message at email textbox
[INFO ] [2022-10-07 23:00:20,885] Input not-existed email to Email textbox with: nakisha.gulgowski@gmail.com
[INFO ] [2022-10-07 23:00:21,579] Input to password textbox
[INFO ] [2022-10-07 23:00:23,220] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-07 23:00:27,180] Verify error message with non-existed mail
[INFO ] [2022-10-07 23:00:27,238] Input existed email to Email textbox with:  but not input passwordmalia.carter@yahoo.com
[INFO ] [2022-10-07 23:00:27,326] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-07 23:00:27,989] Verify error message with empty password
[INFO ] [2022-10-07 23:00:28,030] Input existed email to Email textbox with:  but Incorrect passwordmalia.carter@yahoo.com
[INFO ] [2022-10-07 23:00:28,286] Input incorrect password to password textbox
[INFO ] [2022-10-07 23:00:28,399] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-07 23:00:29,902] Verify error message with incorrect password
[INFO ] [2022-10-07 23:00:29,946] Input valid email to Email textbox with: malia.carter@yahoo.com
[INFO ] [2022-10-07 23:00:30,033] Input correct password to password textbox
[INFO ] [2022-10-07 23:00:30,127] Click to Log in button in login page to show error message at email
[INFO ] [2022-10-07 23:00:32,702] Verify home page is displayed
[INFO ] [2022-10-07 23:00:32,751] ---------PASSED---------
[INFO ] [2022-10-07 23:00:39,043] Click to login button on the header to navigate to login page
[INFO ] [2022-10-07 23:00:41,249] Pre-condition - Input valid email with: malia.carter@yahoo.com
[INFO ] [2022-10-07 23:00:41,439] Pre-condition - Input to password textbox
[INFO ] [2022-10-07 23:00:41,603] Pre-condition - Click to Log in button
[INFO ] [2022-10-07 23:00:42,826] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-07 23:00:44,477] Click to Customer info button
[INFO ] [2022-10-07 23:00:45,126] Click to Female checkbox
[INFO ] [2022-10-07 23:00:45,550] Edit First name textbox with: Lilly
[INFO ] [2022-10-07 23:00:45,649] Edit Last name textbox with: Watsica
[INFO ] [2022-10-07 23:00:45,747] Select Date of birthday
[INFO ] [2022-10-07 23:00:45,860] Select Month of birthday
[INFO ] [2022-10-07 23:00:45,936] Select Year of birthday
[INFO ] [2022-10-07 23:00:45,984] Edit email textbox with: augusta.quigley@hotmail.com
[INFO ] [2022-10-07 23:00:46,149] Click to save button
[INFO ] [2022-10-07 23:00:48,379] Verify firstname display correctly with: Lilly
[INFO ] [2022-10-07 23:00:48,413] Verify lastname display correctly with: Watsica
[INFO ] [2022-10-07 23:00:48,456] Verify email display correctly with: augusta.quigley@hotmail.com
[INFO ] [2022-10-07 23:00:48,483] Verify date of birth display correctly
[INFO ] [2022-10-07 23:00:48,682] Verify month of birth display correctly
[INFO ] [2022-10-07 23:00:48,920] Verify year of birth display correctly
[INFO ] [2022-10-07 23:01:05,682] Click to Register on the header
[INFO ] [2022-10-07 23:01:07,281] Click to Register button
[INFO ] [2022-10-07 23:01:07,670] Verify Required message of Firstname field
[INFO ] [2022-10-07 23:01:07,741] Verify Required message of Lastname field
[INFO ] [2022-10-07 23:01:07,782] Verify Required message of Email field
[INFO ] [2022-10-07 23:01:07,816] Verify Required message of Password field
[INFO ] [2022-10-07 23:01:07,892] Verify Required message of Confirm Password field
[INFO ] [2022-10-07 23:01:08,141] Click to Register on the header
[INFO ] [2022-10-07 23:01:08,736] Select gender in checkbox
[INFO ] [2022-10-07 23:01:08,836] Input valid value into Firstname textbox with: Glenda
[INFO ] [2022-10-07 23:01:09,009] Input valid value into Lastname textbox with: Schultz
[INFO ] [2022-10-07 23:01:09,129] Select Date of birthday
[INFO ] [2022-10-07 23:01:09,242] Select Month of birthday
[INFO ] [2022-10-07 23:01:09,378] Select Year of birthday
[INFO ] [2022-10-07 23:01:09,449] Input invalid email to email textbox
[INFO ] [2022-10-07 23:01:09,533] Input valid value into password textbox with: wdzft10wa1
[INFO ] [2022-10-07 23:01:09,701] Input valid value into confirm password textbox with: wdzft10wa1
[INFO ] [2022-10-07 23:01:09,873] Click to Register button
[INFO ] [2022-10-07 23:01:10,289] Verify error message about invalid email
[INFO ] [2022-10-07 23:01:10,459] Select gender in checkbox
[INFO ] [2022-10-07 23:01:10,898] Input valid value into Firstname textbox with: Glenda
[INFO ] [2022-10-07 23:01:11,148] Input valid value into Lastname textbox with: Schultz
[INFO ] [2022-10-07 23:01:11,657] Select Date of birthday
[INFO ] [2022-10-07 23:01:11,817] Select Month of birthday
[INFO ] [2022-10-07 23:01:11,935] Select Year of birthday
[INFO ] [2022-10-07 23:01:11,996] Input valid email to email textbox with: olivia.conroy@yahoo.com
[INFO ] [2022-10-07 23:01:12,159] Input valid value into password textbox with: wdzft10wa1
[INFO ] [2022-10-07 23:01:12,531] Input valid value into confirm password textbox with: wdzft10wa1
[INFO ] [2022-10-07 23:01:13,107] Click to Register button
[INFO ] [2022-10-07 23:01:15,177] Verify success message about valid email
[INFO ] [2022-10-07 23:01:15,212] Click on Continue buton to return to homepage
[INFO ] [2022-10-07 23:01:15,916] Click on Log out button
[INFO ] [2022-10-07 23:01:17,070] Click to Register on the header
[INFO ] [2022-10-07 23:01:17,560] Input valid value into Firstname textbox with: Glenda
[INFO ] [2022-10-07 23:01:17,649] Input valid value into Lastname textbox with: Schultz
[INFO ] [2022-10-07 23:01:17,731] Select Date of birthday
[INFO ] [2022-10-07 23:01:17,803] Select Month of birthday
[INFO ] [2022-10-07 23:01:17,866] Select Year of birthday
[INFO ] [2022-10-07 23:01:17,983] Input exist email to email textbox with: olivia.conroy@yahoo.com
[INFO ] [2022-10-07 23:01:18,069] Input valid value into password textbox with: wdzft10wa1
[INFO ] [2022-10-07 23:01:18,158] Input valid value into confirm password textbox with: wdzft10wa1
[INFO ] [2022-10-07 23:01:18,255] Click to Register button
[INFO ] [2022-10-07 23:01:18,825] Verify error message about invalid email
[INFO ] [2022-10-07 23:01:18,874] Input valid value into Firstname textbox with: Glenda
[INFO ] [2022-10-07 23:01:18,957] Input valid value into Lastname textbox with: Schultz
[INFO ] [2022-10-07 23:01:19,060] Select Date of birthday
[INFO ] [2022-10-07 23:01:19,108] Select Month of birthday
[INFO ] [2022-10-07 23:01:19,152] Select Year of birthday
[INFO ] [2022-10-07 23:01:19,199] Input valid email to email textbox with: chang.goyette@hotmail.com
[INFO ] [2022-10-07 23:01:19,299] Input less-than-6-chars value into password textbox with
[INFO ] [2022-10-07 23:01:19,380] Input less-than-6-chars value into confirm password textbox with
[INFO ] [2022-10-07 23:01:19,599] Click to Register button
[INFO ] [2022-10-07 23:01:19,732] Verify error message about invalid password
[INFO ] [2022-10-07 23:01:19,803] Input valid value into Firstname textbox with: Glenda
[INFO ] [2022-10-07 23:01:19,868] Input valid value into Lastname textbox with: Schultz
[INFO ] [2022-10-07 23:01:19,930] Select Date of birthday
[INFO ] [2022-10-07 23:01:19,967] Select Month of birthday
[INFO ] [2022-10-07 23:01:20,002] Select Year of birthday
[INFO ] [2022-10-07 23:01:20,041] Input valid email to email textbox with: chang.goyette@hotmail.com
[INFO ] [2022-10-07 23:01:20,112] Input valid value into password textbox with: wdzft10wa1
[INFO ] [2022-10-07 23:01:20,218] Input not-matched confirm password into confirm password textbox
[INFO ] [2022-10-07 23:01:20,285] Click to Register button
[INFO ] [2022-10-07 23:01:20,431] Verify error message about not-matched password
[INFO ] [2022-10-09 14:40:14,515] Click to Register on the header
[INFO ] [2022-10-09 14:40:17,429] Select gender in checkbox
[INFO ] [2022-10-09 14:40:17,608] Input valid value into Firstname textbox with: Christel
[INFO ] [2022-10-09 14:40:17,826] Input valid value into Lastname textbox with: Moore
[INFO ] [2022-10-09 14:40:17,971] Select Date of birthday
[INFO ] [2022-10-09 14:40:18,104] Select Month of birthday
[INFO ] [2022-10-09 14:40:18,188] Select Year of birthday
[INFO ] [2022-10-09 14:40:18,266] Input valid email to email textbox with: paulita.dietrich@gmail.com
[INFO ] [2022-10-09 14:40:18,438] Input valid value into password textbox with: 086m2vt4giga81w
[INFO ] [2022-10-09 14:40:19,461] Input valid value into confirm password textbox with: 086m2vt4giga81w
[INFO ] [2022-10-09 14:40:19,778] Click to Register button
[INFO ] [2022-10-09 14:40:22,752] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 14:40:28,219] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 14:40:29,864] Pre-condition - Input valid email with: paulita.dietrich@gmail.com
[INFO ] [2022-10-09 14:40:30,092] Pre-condition - Input to password textbox
[INFO ] [2022-10-09 14:40:30,572] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 14:40:32,388] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 14:40:33,907] Click to Customer info button
[INFO ] [2022-10-09 14:40:34,443] Click to Female checkbox
[INFO ] [2022-10-09 14:40:35,005] Edit First name textbox with: Shannon
[INFO ] [2022-10-09 14:40:35,129] Edit Last name textbox with: Smith
[INFO ] [2022-10-09 14:40:35,221] Select Date of birthday
[INFO ] [2022-10-09 14:40:35,327] Select Month of birthday
[INFO ] [2022-10-09 14:40:35,423] Select Year of birthday
[INFO ] [2022-10-09 14:40:35,473] Edit email textbox with: mari.hilll@yahoo.com
[INFO ] [2022-10-09 14:40:35,554] Click to save button
[INFO ] [2022-10-09 14:40:36,940] Verify firstname display correctly with: Shannon
[INFO ] [2022-10-09 14:40:36,977] Verify lastname display correctly with: Smith
[INFO ] [2022-10-09 14:40:37,016] Verify email display correctly with: mari.hilll@yahoo.com
[INFO ] [2022-10-09 14:40:37,044] Verify date of birth display correctly
[INFO ] [2022-10-09 14:40:37,229] Verify month of birth display correctly
[INFO ] [2022-10-09 14:40:37,405] Verify year of birth display correctly
[INFO ] [2022-10-09 14:40:38,466] Click to Adresses button
[INFO ] [2022-10-09 14:40:39,828] Click to add new button
[INFO ] [2022-10-09 14:40:41,397] Input to Firstname textbox with: Shannon
[INFO ] [2022-10-09 14:40:41,477] Input to Lastname textbox with: Smith
[INFO ] [2022-10-09 14:40:41,568] Input to email textbox with: mari.hilll@yahoo.com
[INFO ] [2022-10-09 14:40:41,662] Input to company textbox with: Watsica Group
[INFO ] [2022-10-09 14:40:41,753] Select value in Country dropdown
[INFO ] [2022-10-09 14:40:41,928] Select value in Country dropdown
[INFO ] [2022-10-09 14:43:17,471] Click to Register on the header
[INFO ] [2022-10-09 14:43:18,544] Select gender in checkbox
[INFO ] [2022-10-09 14:43:18,790] Input valid value into Firstname textbox with: Kristin
[INFO ] [2022-10-09 14:43:19,028] Input valid value into Lastname textbox with: Bartoletti
[INFO ] [2022-10-09 14:43:19,205] Select Date of birthday
[INFO ] [2022-10-09 14:43:19,347] Select Month of birthday
[INFO ] [2022-10-09 14:43:19,447] Select Year of birthday
[INFO ] [2022-10-09 14:43:19,535] Input valid email to email textbox with: denny.pacocha@gmail.com
[INFO ] [2022-10-09 14:43:19,692] Input valid value into password textbox with: zccq11yp1e
[INFO ] [2022-10-09 14:43:20,670] Input valid value into confirm password textbox with: zccq11yp1e
[INFO ] [2022-10-09 14:43:20,998] Click to Register button
[INFO ] [2022-10-09 14:43:22,841] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 14:43:27,992] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 14:43:29,587] Pre-condition - Input valid email with: denny.pacocha@gmail.com
[INFO ] [2022-10-09 14:43:29,848] Pre-condition - Input to password textbox
[INFO ] [2022-10-09 14:43:30,395] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 14:43:32,251] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 14:43:33,403] Click to Customer info button
[INFO ] [2022-10-09 14:43:33,872] Click to Female checkbox
[INFO ] [2022-10-09 14:43:34,426] Edit First name textbox with: Melvina
[INFO ] [2022-10-09 14:43:34,549] Edit Last name textbox with: Corkery
[INFO ] [2022-10-09 14:43:34,648] Select Date of birthday
[INFO ] [2022-10-09 14:43:34,776] Select Month of birthday
[INFO ] [2022-10-09 14:43:34,878] Select Year of birthday
[INFO ] [2022-10-09 14:43:34,931] Edit email textbox with: quintin.stark@gmail.com
[INFO ] [2022-10-09 14:43:35,012] Click to save button
[INFO ] [2022-10-09 14:43:36,255] Verify firstname display correctly with: Melvina
[INFO ] [2022-10-09 14:43:36,327] Verify lastname display correctly with: Corkery
[INFO ] [2022-10-09 14:43:36,366] Verify email display correctly with: quintin.stark@gmail.com
[INFO ] [2022-10-09 14:43:36,396] Verify date of birth display correctly
[INFO ] [2022-10-09 14:43:36,583] Verify month of birth display correctly
[INFO ] [2022-10-09 14:43:36,765] Verify year of birth display correctly
[INFO ] [2022-10-09 14:43:37,858] Click to Adresses button
[INFO ] [2022-10-09 14:43:38,968] Click to add new button
[INFO ] [2022-10-09 14:43:40,085] Input to Firstname textbox with: Melvina
[INFO ] [2022-10-09 14:43:40,166] Input to Lastname textbox with: Corkery
[INFO ] [2022-10-09 14:43:40,279] Input to email textbox with: quintin.stark@gmail.com
[INFO ] [2022-10-09 14:43:40,369] Input to company textbox with: Schimmel, Fisher and Orn
[INFO ] [2022-10-09 14:43:40,472] Select value in Country dropdown
[INFO ] [2022-10-09 14:43:40,716] Select value in State dropdown
[INFO ] [2022-10-09 14:43:41,012] Input to city textbox with: Osinskiborough
[INFO ] [2022-10-09 14:43:41,096] Input to Adress 1 textbox with: Suite 058 5310 Darin Terrace, Carolyneborough, LA 79212
[INFO ] [2022-10-09 14:43:41,337] Input to Zipcode textbox with: 34809-7487
[INFO ] [2022-10-09 14:43:42,020] Input to Phone number textbox with: 601.574.7091
[INFO ] [2022-10-09 14:43:42,183] Click To Save button
[INFO ] [2022-10-09 14:43:43,225] Verify value of name
[INFO ] [2022-10-09 14:43:43,267] Verify value of email
[INFO ] [2022-10-09 14:46:19,773] Click to Register on the header
[INFO ] [2022-10-09 14:46:21,602] Select gender in checkbox
[INFO ] [2022-10-09 14:46:21,781] Input valid value into Firstname textbox with: Donnie
[INFO ] [2022-10-09 14:46:21,998] Input valid value into Lastname textbox with: Haley
[INFO ] [2022-10-09 14:46:22,144] Select Date of birthday
[INFO ] [2022-10-09 14:46:22,277] Select Month of birthday
[INFO ] [2022-10-09 14:46:22,365] Select Year of birthday
[INFO ] [2022-10-09 14:46:22,451] Input valid email to email textbox with: freddy.oreilly@gmail.com
[INFO ] [2022-10-09 14:46:22,596] Input valid value into password textbox with: wkj3zdqf
[INFO ] [2022-10-09 14:46:23,485] Input valid value into confirm password textbox with: wkj3zdqf
[INFO ] [2022-10-09 14:46:23,847] Click to Register button
[INFO ] [2022-10-09 14:46:26,192] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 14:46:31,760] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 14:46:33,387] Pre-condition - Input valid email with: freddy.oreilly@gmail.com
[INFO ] [2022-10-09 14:46:33,636] Pre-condition - Input to password textbox
[INFO ] [2022-10-09 14:46:34,171] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 14:46:35,975] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 14:46:36,678] Click to Customer info button
[INFO ] [2022-10-09 14:46:37,314] Click to Female checkbox
[INFO ] [2022-10-09 14:46:37,861] Edit First name textbox with: Terisa
[INFO ] [2022-10-09 14:46:37,983] Edit Last name textbox with: Sipes
[INFO ] [2022-10-09 14:46:38,095] Select Date of birthday
[INFO ] [2022-10-09 14:46:38,208] Select Month of birthday
[INFO ] [2022-10-09 14:46:38,299] Select Year of birthday
[INFO ] [2022-10-09 14:46:38,347] Edit email textbox with: tyree.macgyver@hotmail.com
[INFO ] [2022-10-09 14:46:38,436] Click to save button
[INFO ] [2022-10-09 14:46:39,694] Verify firstname display correctly with: Terisa
[INFO ] [2022-10-09 14:46:39,731] Verify lastname display correctly with: Sipes
[INFO ] [2022-10-09 14:46:39,766] Verify email display correctly with: tyree.macgyver@hotmail.com
[INFO ] [2022-10-09 14:46:39,795] Verify date of birth display correctly
[INFO ] [2022-10-09 14:46:39,991] Verify month of birth display correctly
[INFO ] [2022-10-09 14:46:40,122] Verify year of birth display correctly
[INFO ] [2022-10-09 14:46:41,274] Click to Adresses button
[INFO ] [2022-10-09 14:46:41,971] Click to add new button
[INFO ] [2022-10-09 14:46:42,825] Input to Firstname textbox with: Terisa
[INFO ] [2022-10-09 14:46:42,917] Input to Lastname textbox with: Sipes
[INFO ] [2022-10-09 14:46:43,009] Input to email textbox with: tyree.macgyver@hotmail.com
[INFO ] [2022-10-09 14:46:43,109] Input to company textbox with: Fadel LLC
[INFO ] [2022-10-09 14:46:43,275] Select value in Country dropdown
[INFO ] [2022-10-09 14:46:43,358] Select value in State dropdown
[INFO ] [2022-10-09 14:46:43,850] Input to city textbox with: Lake Evie
[INFO ] [2022-10-09 14:46:43,940] Input to Adress 1 textbox with: Suite 347 273 Williamson Throughway, Swiftchester, MI 23709-3214
[INFO ] [2022-10-09 14:46:44,083] Input to Zipcode textbox with: 33178
[INFO ] [2022-10-09 14:46:44,462] Input to Phone number textbox with: (224) 912-6332 x5299
[INFO ] [2022-10-09 14:46:44,860] Click To Save button
[INFO ] [2022-10-09 14:46:46,678] Verify value of name
[INFO ] [2022-10-09 14:46:46,736] Verify value of email
[INFO ] [2022-10-09 14:46:46,796] Verify value of Phone number
[INFO ] [2022-10-09 14:46:46,839] Verify value of Address 1
[INFO ] [2022-10-09 14:46:46,883] Verify value of city, state and zipcode
[INFO ] [2022-10-09 14:47:20,673] Click to Register on the header
[INFO ] [2022-10-09 14:47:21,783] Select gender in checkbox
[INFO ] [2022-10-09 14:47:21,963] Input valid value into Firstname textbox with: Alease
[INFO ] [2022-10-09 14:47:22,173] Input valid value into Lastname textbox with: Parker
[INFO ] [2022-10-09 14:47:22,318] Select Date of birthday
[INFO ] [2022-10-09 14:47:22,440] Select Month of birthday
[INFO ] [2022-10-09 14:47:22,530] Select Year of birthday
[INFO ] [2022-10-09 14:47:22,611] Input valid email to email textbox with: stephen.dooley@hotmail.com
[INFO ] [2022-10-09 14:47:22,773] Input valid value into password textbox with: 4ull9d6trqik9lc
[INFO ] [2022-10-09 14:47:23,108] Input valid value into confirm password textbox with: 4ull9d6trqik9lc
[INFO ] [2022-10-09 14:47:24,183] Click to Register button
[INFO ] [2022-10-09 14:47:26,918] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 14:47:32,367] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 14:47:34,038] Pre-condition - Input valid email with: stephen.dooley@hotmail.com
[INFO ] [2022-10-09 14:47:34,277] Pre-condition - Input to password textbox
[INFO ] [2022-10-09 14:47:34,796] Pre-condition - Click to Log in button
[INFO ] [2022-10-09 14:47:36,484] Click to My Account button on the header to navigate to login page
[INFO ] [2022-10-09 14:47:37,582] Click to Customer info button
[INFO ] [2022-10-09 14:47:38,302] Click to Female checkbox
[INFO ] [2022-10-09 14:47:38,822] Edit First name textbox with: Victor
[INFO ] [2022-10-09 14:47:38,925] Edit Last name textbox with: Leuschke
[INFO ] [2022-10-09 14:47:39,044] Select Date of birthday
[INFO ] [2022-10-09 14:47:39,159] Select Month of birthday
[INFO ] [2022-10-09 14:47:39,250] Select Year of birthday
[INFO ] [2022-10-09 14:47:39,300] Edit email textbox with: antoine.hyatt@gmail.com
[INFO ] [2022-10-09 14:47:39,386] Click to save button
[INFO ] [2022-10-09 14:47:40,614] Verify firstname display correctly with: Victor
[INFO ] [2022-10-09 14:47:40,657] Verify lastname display correctly with: Leuschke
[INFO ] [2022-10-09 14:47:40,698] Verify email display correctly with: antoine.hyatt@gmail.com
[INFO ] [2022-10-09 14:47:40,729] Verify date of birth display correctly
[INFO ] [2022-10-09 14:47:40,916] Verify month of birth display correctly
[INFO ] [2022-10-09 14:47:41,049] Verify year of birth display correctly
[INFO ] [2022-10-09 14:47:42,210] Click to Adresses button
[INFO ] [2022-10-09 14:47:43,159] Click to add new button
[INFO ] [2022-10-09 14:47:44,251] Input to Firstname textbox with: Victor
[INFO ] [2022-10-09 14:47:44,335] Input to Lastname textbox with: Leuschke
[INFO ] [2022-10-09 14:47:44,432] Input to email textbox with: antoine.hyatt@gmail.com
[INFO ] [2022-10-09 14:47:44,536] Input to company textbox with: Johnston, Schmeler and Frami
[INFO ] [2022-10-09 14:47:44,776] Select value in Country dropdown
[INFO ] [2022-10-09 14:47:45,158] Select value in State dropdown
[INFO ] [2022-10-09 14:47:45,937] Input to city textbox with: West Jonathan
[INFO ] [2022-10-09 14:47:46,026] Input to Adress 1 textbox with: Suite 150 2465 Leoma Isle, South Cesar, IN 15226-7823
[INFO ] [2022-10-09 14:47:46,170] Input to Zipcode textbox with: 04046-5417
[INFO ] [2022-10-09 14:47:46,308] Input to Phone number textbox with: 704-845-1482 x7600
[INFO ] [2022-10-09 14:47:46,394] Click To Save button
[INFO ] [2022-10-09 14:47:47,582] Verify value of name
[INFO ] [2022-10-09 14:47:47,620] Verify value of email
[INFO ] [2022-10-09 14:47:47,653] Verify value of Phone number
[INFO ] [2022-10-09 14:47:47,700] Verify value of Address 1
[INFO ] [2022-10-09 14:47:47,752] Verify value of city, state and zipcode
[INFO ] [2022-10-09 14:47:47,784] Verify value of Country
[INFO ] [2022-10-09 14:48:27,501] Click to Register on the header
[INFO ] [2022-10-09 14:48:28,419] Select gender in checkbox
[INFO ] [2022-10-09 14:48:28,710] Input valid value into Firstname textbox with: Mayola
[INFO ] [2022-10-09 14:48:28,794] Input valid value into Lastname textbox with: Wisoky
[INFO ] [2022-10-09 14:48:28,842] Select Date of birthday
[INFO ] [2022-10-09 14:48:29,126] Select Month of birthday
[INFO ] [2022-10-09 14:48:29,395] Select Year of birthday
[INFO ] [2022-10-09 14:48:29,677] Input valid email to email textbox with: yajaira.rowe@yahoo.com
[INFO ] [2022-10-09 14:48:29,734] Input valid value into password textbox with: n8apq3pmw8mxdt
[INFO ] [2022-10-09 14:48:29,802] Input valid value into confirm password textbox with: n8apq3pmw8mxdt
[INFO ] [2022-10-09 14:48:29,858] Click to Register button
[INFO ] [2022-10-09 14:48:30,861] Click on Continue buton to return to homepage
[INFO ] [2022-10-09 14:48:36,632] Click to login button on the header to navigate to login page
[INFO ] [2022-10-09 14:48:37,935] Pre-condition - Input valid email with: yajaira.rowe@yahoo.com
[INFO ] [2022-10-09 14:48:38,001] Pre-condition - Input to password textbox
